,codigo_cliente,codigo_produto,qtd_produto_compra,valor_produto,valor_total_compra,nome_produto,cod_class_produt,nome_class_produt,cliente_genero,cliente_idade,cliente_qtd_filhos,cliente_estado_civil,codigo_estado_cliente,cliente_hipertenso,cliente_diabetes,nome_estado_cliente,sigla_estado_cliente
2280,1430,1025,4,4.99,19.96,Macarrão,3,Alimentação,1,57,1,1,3,1,1,Amapá,AP
2281,1095,1065,1,5.99,5.99,Uva,4,Hortifruti,0,68,2,1,3,0,0,Amapá,AP
2282,472,1012,1,7.95,7.95,Tira manchas,1,Produtos de Limpeza,0,49,3,2,3,0,0,Amapá,AP
2283,717,1014,1,8.99,8.99,Alcool,1,Produtos de Limpeza,0,63,1,1,3,1,0,Amapá,AP
2284,1792,1014,3,8.99,26.97,Alcool,1,Produtos de Limpeza,0,31,2,1,3,0,0,Amapá,AP
2285,2941,1039,1,4.99,4.99,Atum,3,Alimentação,1,56,3,2,3,0,0,Amapá,AP
2286,2200,1020,1,2.5,2.5,Suco sachê,2,Bebidas,0,22,3,0,3,1,1,Amapá,AP
2287,2784,1020,3,2.5,7.5,Suco sachê,2,Bebidas,0,47,2,0,3,1,0,Amapá,AP
2288,178,1038,4,4.0,16.0,Sardinha,3,Alimentação,1,64,1,0,3,1,0,Amapá,AP
2289,254,1038,4,4.0,16.0,Sardinha,3,Alimentação,0,33,2,3,3,0,1,Amapá,AP
2290,2341,1038,1,4.0,4.0,Sardinha,3,Alimentação,0,64,1,0,3,1,1,Amapá,AP
2291,304,1024,4,5.99,23.96,Feijão 2kg,3,Alimentação,1,49,3,0,3,1,1,Amapá,AP
2292,2223,1024,1,5.99,5.99,Feijão 2kg,3,Alimentação,1,65,2,2,3,0,1,Amapá,AP
2293,1499,1028,2,3.2,6.4,Sal,3,Alimentação,1,53,0,1,3,0,1,Amapá,AP
2294,2939,1028,3,3.2,9.6,Sal,3,Alimentação,1,43,3,2,3,1,0,Amapá,AP
2295,1198,1047,1,3.89,3.89,Milho de pipoca,3,Alimentação,1,49,2,2,3,1,0,Amapá,AP
2296,989,1044,1,3.99,3.99,Seleta,3,Alimentação,1,30,0,0,3,1,1,Amapá,AP
2297,2991,1044,3,3.99,11.97,Seleta,3,Alimentação,0,39,0,1,3,1,1,Amapá,AP
2298,837,1022,1,4.3,4.3,Leite desnatado litro,2,Bebidas,0,67,3,2,3,0,1,Amapá,AP
2299,1847,1022,1,4.3,4.3,Leite desnatado litro,2,Bebidas,1,35,2,3,3,1,1,Amapá,AP
2300,771,1084,4,56.99,227.96,Carne vermelha,5,Carnes e Frios,0,73,2,2,3,1,0,Amapá,AP
2301,1960,1078,2,10.99,21.98,Manteiga,5,Carnes e Frios,0,34,1,0,3,0,0,Amapá,AP
2302,2146,1078,1,10.99,10.99,Manteiga,5,Carnes e Frios,0,53,3,0,3,0,0,Amapá,AP
2303,1547,1054,4,1.5,6.0,Couve,4,Hortifruti,1,31,2,3,3,1,1,Amapá,AP
2304,1977,1071,3,4.99,14.97,Quiabo,4,Hortifruti,1,73,1,2,3,1,0,Amapá,AP
2305,2059,1071,1,4.99,4.99,Quiabo,4,Hortifruti,0,28,3,1,3,0,0,Amapá,AP
2306,899,1027,1,3.99,3.99,Molho de tomate,3,Alimentação,1,61,1,0,3,1,0,Amapá,AP
2307,2668,1027,4,3.99,15.96,Molho de tomate,3,Alimentação,0,47,3,1,3,1,1,Amapá,AP
2308,2197,1056,3,3.75,11.25,Tomate,4,Hortifruti,1,20,3,1,3,1,0,Amapá,AP
2309,2494,1056,3,3.75,11.25,Tomate,4,Hortifruti,1,54,2,0,3,1,1,Amapá,AP
2310,2582,1056,4,3.75,15.0,Tomate,4,Hortifruti,0,56,0,1,3,0,0,Amapá,AP
2311,2595,1056,4,3.75,15.0,Tomate,4,Hortifruti,0,58,3,3,3,0,0,Amapá,AP
2312,356,1058,4,3.89,15.56,Beterraba,4,Hortifruti,1,73,2,1,3,0,1,Amapá,AP
2313,1518,1058,4,3.89,15.56,Beterraba,4,Hortifruti,1,64,2,0,3,0,0,Amapá,AP
2314,1574,1058,2,3.89,7.78,Beterraba,4,Hortifruti,0,42,0,3,3,1,0,Amapá,AP
2315,1363,1067,2,2.99,5.98,Mamão,4,Hortifruti,0,50,1,2,3,1,1,Amapá,AP
2316,2632,1067,2,2.99,5.98,Mamão,4,Hortifruti,1,23,2,1,3,1,1,Amapá,AP
2317,1839,1055,3,3.99,11.97,Batata,4,Hortifruti,1,30,2,2,3,1,1,Amapá,AP
2318,2477,1055,4,3.99,15.96,Batata,4,Hortifruti,0,59,3,3,3,0,1,Amapá,AP
2319,672,1035,4,3.99,15.96,Farinha de trigo,3,Alimentação,1,74,1,2,3,0,1,Amapá,AP
2320,1216,1035,4,3.99,15.96,Farinha de trigo,3,Alimentação,1,24,2,1,3,1,0,Amapá,AP
2321,248,1033,3,2.32,6.96,Farofa pronta,3,Alimentação,0,75,3,3,3,0,1,Amapá,AP
2322,377,1033,1,2.32,2.32,Farofa pronta,3,Alimentação,0,49,3,3,3,0,1,Amapá,AP
2323,868,1033,2,2.32,4.64,Farofa pronta,3,Alimentação,0,28,2,3,3,1,1,Amapá,AP
2324,1460,1013,1,13.5,13.5,Limpa vidros,1,Produtos de Limpeza,1,59,0,2,3,1,1,Amapá,AP
2325,1742,1013,1,13.5,13.5,Limpa vidros,1,Produtos de Limpeza,1,34,2,3,3,0,0,Amapá,AP
2326,2031,1013,1,13.5,13.5,Limpa vidros,1,Produtos de Limpeza,0,52,2,0,3,1,1,Amapá,AP
2327,1477,1045,4,5.99,23.96,Doce de leite,3,Alimentação,1,38,3,0,3,1,1,Amapá,AP
2328,2727,1086,3,15.9,47.7,Salsicha,5,Carnes e Frios,1,58,2,0,3,1,1,Amapá,AP
2329,1892,1063,1,3.99,3.99,Banana,4,Hortifruti,0,19,3,2,3,0,1,Amapá,AP
2330,924,1034,3,3.75,11.25,Fubá,3,Alimentação,0,67,3,0,3,1,0,Amapá,AP
2331,217,1023,3,22.5,67.5,Arroz 5kg,3,Alimentação,1,49,0,3,3,0,0,Amapá,AP
2332,697,1023,3,22.5,67.5,Arroz 5kg,3,Alimentação,0,45,0,3,3,0,1,Amapá,AP
2333,1708,1023,1,22.5,22.5,Arroz 5kg,3,Alimentação,1,32,3,0,3,0,1,Amapá,AP
2334,110,1042,2,4.45,8.9,Ervilha,3,Alimentação,1,45,0,0,3,0,1,Amapá,AP
2335,2724,1030,4,8.0,32.0,Achocolatado,3,Alimentação,0,44,3,0,3,1,1,Amapá,AP
2336,704,1064,3,12.5,37.5,Ovos,4,Hortifruti,1,49,3,1,3,0,0,Amapá,AP
2337,883,1064,2,12.5,25.0,Ovos,4,Hortifruti,0,63,1,0,3,0,0,Amapá,AP
2338,2914,1064,4,12.5,50.0,Ovos,4,Hortifruti,0,45,0,1,3,0,1,Amapá,AP
2339,524,1053,3,1.5,4.5,Alface,4,Hortifruti,0,60,2,2,3,1,0,Amapá,AP
2340,2590,1068,4,1.29,5.16,Melancia,4,Hortifruti,1,52,0,0,3,0,0,Amapá,AP
2341,1428,1026,2,2.0,4.0,Extrato de tomate,3,Alimentação,1,46,3,1,3,1,1,Amapá,AP
2342,2143,1008,4,8.5,34.0,Shampo,1,Produtos de Limpeza,0,64,3,0,3,0,0,Amapá,AP
2343,2860,1008,1,8.5,8.5,Shampo,1,Produtos de Limpeza,1,71,2,2,3,0,1,Amapá,AP
2344,1397,1073,4,1.5,6.0,Cheiro verde,4,Hortifruti,0,64,2,3,3,1,0,Amapá,AP
2345,2460,1073,4,1.5,6.0,Cheiro verde,4,Hortifruti,0,57,3,2,3,0,1,Amapá,AP
2346,328,1072,3,1.5,4.5,Salsa,4,Hortifruti,0,40,0,0,3,0,1,Amapá,AP
2347,2921,1081,4,11.5,46.0,Presunto,5,Carnes e Frios,1,62,0,0,3,1,1,Amapá,AP
2348,205,1041,1,4.95,4.95,Molho de pimenta,3,Alimentação,0,75,3,0,3,0,1,Amapá,AP
2349,641,1041,4,4.95,19.8,Molho de pimenta,3,Alimentação,1,68,3,2,3,0,1,Amapá,AP
2350,2180,1041,1,4.95,4.95,Molho de pimenta,3,Alimentação,0,37,1,3,3,0,0,Amapá,AP
2351,2663,1041,3,4.95,14.85,Molho de pimenta,3,Alimentação,1,25,1,1,3,1,0,Amapá,AP
2352,1246,1007,4,1.25,5.0,Sabonete,1,Produtos de Limpeza,0,71,0,1,3,0,0,Amapá,AP
2353,2735,1076,4,29.99,119.96,Queijo Mussarela,5,Carnes e Frios,0,26,0,2,3,0,1,Amapá,AP
2354,625,1036,3,3.5,10.5,Farinha de milho,3,Alimentação,0,29,0,3,3,1,0,Amapá,AP
2355,998,1036,1,3.5,3.5,Farinha de milho,3,Alimentação,1,55,1,3,3,0,0,Amapá,AP
2356,1483,1036,1,3.5,3.5,Farinha de milho,3,Alimentação,0,19,1,1,3,1,0,Amapá,AP
2357,611,1057,4,2.99,11.96,Cenoura,4,Hortifruti,0,36,2,2,3,1,1,Amapá,AP
2358,2063,1057,1,2.99,2.99,Cenoura,4,Hortifruti,1,54,0,3,3,0,1,Amapá,AP
2359,2385,1057,4,2.99,11.96,Cenoura,4,Hortifruti,0,71,3,1,3,1,0,Amapá,AP
2360,1090,1005,4,2.5,10.0,Buchinha de pia,1,Produtos de Limpeza,1,55,1,3,3,1,1,Amapá,AP
2361,2924,1015,4,12.0,48.0,Saco de lixo 30l,1,Produtos de Limpeza,1,22,0,1,3,0,0,Amapá,AP
2362,987,1032,2,9.99,19.98,Café,3,Alimentação,0,28,3,1,12,0,0,Mato Grosso do Sul,MS
2363,1981,1049,4,5.99,23.96,Leite em pó,3,Alimentação,0,57,2,1,12,0,0,Mato Grosso do Sul,MS
2364,2515,1001,4,22.0,88.0,Amaciante,1,Produtos de Limpeza,1,19,1,3,12,0,1,Mato Grosso do Sul,MS
2365,965,1003,3,12.0,36.0,Água sanitária,1,Produtos de Limpeza,1,32,0,1,12,0,0,Mato Grosso do Sul,MS
2366,1608,1069,4,3.49,13.96,Melão,4,Hortifruti,0,39,0,3,12,0,1,Mato Grosso do Sul,MS
2367,497,1059,4,4.0,16.0,Chicória,4,Hortifruti,1,72,0,1,12,0,0,Mato Grosso do Sul,MS
2368,2459,1000,3,9.9,29.7,Sabão em pó,1,Produtos de Limpeza,1,50,2,0,12,0,0,Mato Grosso do Sul,MS
2369,643,1085,3,64.99,194.97,Carne seca,5,Carnes e Frios,0,49,1,0,12,1,0,Mato Grosso do Sul,MS
2370,1764,1085,1,64.99,64.99,Carne seca,5,Carnes e Frios,0,63,2,3,12,0,1,Mato Grosso do Sul,MS
2371,2563,1079,3,5.99,17.97,Margarina,5,Carnes e Frios,0,36,1,0,12,1,1,Mato Grosso do Sul,MS
2372,2607,1077,1,34.5,34.5,Queijo outros,5,Carnes e Frios,1,74,3,0,12,0,1,Mato Grosso do Sul,MS
2373,465,1075,1,35.0,35.0,Queijo Minas,5,Carnes e Frios,1,75,3,0,12,0,1,Mato Grosso do Sul,MS
2374,1637,1060,1,3.5,3.5,Mandioca,4,Hortifruti,0,43,3,1,12,1,0,Mato Grosso do Sul,MS
2375,1500,1048,4,8.99,35.96,Óleo de cozinha,3,Alimentação,1,36,3,3,12,0,0,Mato Grosso do Sul,MS
2376,1996,1048,4,8.99,35.96,Óleo de cozinha,3,Alimentação,0,48,3,0,12,0,1,Mato Grosso do Sul,MS
2377,2177,1040,2,5.0,10.0,Maionese,3,Alimentação,0,73,1,1,12,0,1,Mato Grosso do Sul,MS
2378,1991,1025,4,4.99,19.96,Macarrão,3,Alimentação,1,30,2,3,12,1,0,Mato Grosso do Sul,MS
2379,125,1065,4,5.99,23.96,Uva,4,Hortifruti,0,25,3,3,12,1,0,Mato Grosso do Sul,MS
2380,904,1065,4,5.99,23.96,Uva,4,Hortifruti,0,60,1,1,12,1,0,Mato Grosso do Sul,MS
2381,2852,1065,2,5.99,11.98,Uva,4,Hortifruti,0,45,0,2,12,0,1,Mato Grosso do Sul,MS
2382,36,1083,1,1.99,1.99,Frango,5,Carnes e Frios,0,64,2,0,12,0,0,Mato Grosso do Sul,MS
2383,168,1083,1,1.99,1.99,Frango,5,Carnes e Frios,0,31,3,2,12,1,0,Mato Grosso do Sul,MS
2384,267,1014,2,8.99,17.98,Alcool,1,Produtos de Limpeza,0,28,2,0,12,0,0,Mato Grosso do Sul,MS
2385,827,1014,3,8.99,26.97,Alcool,1,Produtos de Limpeza,0,22,2,2,12,1,1,Mato Grosso do Sul,MS
2386,387,1039,3,4.99,14.97,Atum,3,Alimentação,0,42,2,3,12,0,0,Mato Grosso do Sul,MS
2387,523,1039,3,4.99,14.97,Atum,3,Alimentação,1,50,1,0,12,1,0,Mato Grosso do Sul,MS
2388,1123,1020,2,2.5,5.0,Suco sachê,2,Bebidas,1,75,1,2,12,0,1,Mato Grosso do Sul,MS
2389,1548,1020,4,2.5,10.0,Suco sachê,2,Bebidas,1,23,3,3,12,1,1,Mato Grosso do Sul,MS
2390,1414,1038,1,4.0,4.0,Sardinha,3,Alimentação,0,42,3,3,12,1,0,Mato Grosso do Sul,MS
2391,2102,1028,2,3.2,6.4,Sal,3,Alimentação,1,24,1,1,12,0,0,Mato Grosso do Sul,MS
2392,45,1047,1,3.89,3.89,Milho de pipoca,3,Alimentação,0,66,1,2,12,0,1,Mato Grosso do Sul,MS
2393,401,1044,2,3.99,7.98,Seleta,3,Alimentação,0,24,1,1,12,1,1,Mato Grosso do Sul,MS
2394,2108,1009,4,12.5,50.0,Condicionador,1,Produtos de Limpeza,0,51,1,1,12,1,1,Mato Grosso do Sul,MS
2395,321,1022,4,4.3,17.2,Leite desnatado litro,2,Bebidas,1,63,0,3,12,1,1,Mato Grosso do Sul,MS
2396,2923,1022,1,4.3,4.3,Leite desnatado litro,2,Bebidas,0,29,2,0,12,0,1,Mato Grosso do Sul,MS
2397,2232,1082,3,29.99,89.97,Peixe,5,Carnes e Frios,1,18,3,0,12,1,0,Mato Grosso do Sul,MS
2398,96,1084,1,56.99,56.99,Carne vermelha,5,Carnes e Frios,1,59,0,1,12,0,0,Mato Grosso do Sul,MS
2399,1808,1084,3,56.99,170.97,Carne vermelha,5,Carnes e Frios,1,39,3,0,12,1,0,Mato Grosso do Sul,MS
2400,1140,1006,4,6.0,24.0,Sabão em pedra,1,Produtos de Limpeza,1,19,2,0,12,1,0,Mato Grosso do Sul,MS
2401,796,1078,2,10.99,21.98,Manteiga,5,Carnes e Frios,1,26,0,2,12,1,0,Mato Grosso do Sul,MS
2402,1650,1054,1,1.5,1.5,Couve,4,Hortifruti,0,60,0,2,12,0,1,Mato Grosso do Sul,MS
2403,2426,1050,3,3.5,10.5,Creme de leite,3,Alimentação,0,52,2,1,12,1,0,Mato Grosso do Sul,MS
2404,1048,1002,2,1.99,3.98,Detergente,1,Produtos de Limpeza,1,59,1,0,12,0,0,Mato Grosso do Sul,MS
2405,2548,1071,3,4.99,14.97,Quiabo,4,Hortifruti,0,28,3,0,12,1,0,Mato Grosso do Sul,MS
2406,580,1027,2,3.99,7.98,Molho de tomate,3,Alimentação,1,49,1,2,12,1,1,Mato Grosso do Sul,MS
2407,2628,1056,2,3.75,7.5,Tomate,4,Hortifruti,1,48,2,2,12,1,1,Mato Grosso do Sul,MS
2408,2844,1058,3,3.89,11.67,Beterraba,4,Hortifruti,1,53,2,2,12,0,0,Mato Grosso do Sul,MS
2409,1461,1067,4,2.99,11.96,Mamão,4,Hortifruti,0,58,1,0,12,0,0,Mato Grosso do Sul,MS
2410,2115,1055,1,3.99,3.99,Batata,4,Hortifruti,0,64,2,0,12,1,1,Mato Grosso do Sul,MS
2411,158,1035,2,3.99,7.98,Farinha de trigo,3,Alimentação,1,43,2,3,12,0,0,Mato Grosso do Sul,MS
2412,1444,1035,1,3.99,3.99,Farinha de trigo,3,Alimentação,1,55,2,3,12,0,1,Mato Grosso do Sul,MS
2413,1506,1074,2,2.49,4.98,Cebola,4,Hortifruti,0,62,2,2,12,1,1,Mato Grosso do Sul,MS
2414,1235,1004,3,4.0,12.0,Esponja de aço,1,Produtos de Limpeza,1,19,2,0,12,0,0,Mato Grosso do Sul,MS
2415,2110,1004,1,4.0,4.0,Esponja de aço,1,Produtos de Limpeza,0,25,1,3,12,0,0,Mato Grosso do Sul,MS
2416,1797,1033,3,2.32,6.96,Farofa pronta,3,Alimentação,0,29,1,2,12,0,0,Mato Grosso do Sul,MS
2417,2131,1033,1,2.32,2.32,Farofa pronta,3,Alimentação,1,58,3,2,12,0,0,Mato Grosso do Sul,MS
2418,2254,1045,4,5.99,23.96,Doce de leite,3,Alimentação,1,38,0,1,12,1,1,Mato Grosso do Sul,MS
2419,1317,1063,4,3.99,15.96,Banana,4,Hortifruti,0,20,2,0,12,0,0,Mato Grosso do Sul,MS
2420,778,1034,2,3.75,7.5,Fubá,3,Alimentação,0,27,0,2,12,0,0,Mato Grosso do Sul,MS
2421,2774,1034,4,3.75,15.0,Fubá,3,Alimentação,0,68,1,2,12,1,0,Mato Grosso do Sul,MS
2422,664,1042,3,4.45,13.35,Ervilha,3,Alimentação,1,40,2,3,12,0,0,Mato Grosso do Sul,MS
2423,1410,1042,2,4.45,8.9,Ervilha,3,Alimentação,0,48,3,3,12,1,0,Mato Grosso do Sul,MS
2424,1656,1046,3,4.99,14.97,Goiabada,3,Alimentação,1,66,0,3,12,0,0,Mato Grosso do Sul,MS
2425,2996,1046,4,4.99,19.96,Goiabada,3,Alimentação,1,63,1,2,12,0,1,Mato Grosso do Sul,MS
2426,352,1019,4,4.5,18.0,Suco caixinha 500ml,2,Bebidas,1,45,0,0,12,0,1,Mato Grosso do Sul,MS
2427,770,1019,2,4.5,9.0,Suco caixinha 500ml,2,Bebidas,1,56,1,3,12,0,0,Mato Grosso do Sul,MS
2428,588,1053,1,1.5,1.5,Alface,4,Hortifruti,0,20,2,2,12,1,0,Mato Grosso do Sul,MS
2429,945,1053,2,1.5,3.0,Alface,4,Hortifruti,0,51,0,3,12,1,1,Mato Grosso do Sul,MS
2430,1075,1068,4,1.29,5.16,Melancia,4,Hortifruti,0,55,3,2,12,1,0,Mato Grosso do Sul,MS
2431,1616,1026,4,2.0,8.0,Extrato de tomate,3,Alimentação,0,40,1,2,12,0,0,Mato Grosso do Sul,MS
2432,2511,1008,3,8.5,25.5,Shampo,1,Produtos de Limpeza,1,57,2,0,12,0,0,Mato Grosso do Sul,MS
2433,2717,1008,2,8.5,17.0,Shampo,1,Produtos de Limpeza,0,61,2,1,12,1,1,Mato Grosso do Sul,MS
2434,419,1031,2,1.99,3.98,Bolacha,3,Alimentação,0,30,3,1,12,0,1,Mato Grosso do Sul,MS
2435,1610,1031,1,1.99,1.99,Bolacha,3,Alimentação,0,41,3,1,12,0,0,Mato Grosso do Sul,MS
2436,2098,1031,1,1.99,1.99,Bolacha,3,Alimentação,0,39,3,0,12,1,1,Mato Grosso do Sul,MS
2437,1872,1073,2,1.5,3.0,Cheiro verde,4,Hortifruti,1,53,1,0,12,0,1,Mato Grosso do Sul,MS
2438,2942,1073,4,1.5,6.0,Cheiro verde,4,Hortifruti,1,28,3,0,12,1,0,Mato Grosso do Sul,MS
2439,2957,1073,1,1.5,1.5,Cheiro verde,4,Hortifruti,1,20,3,3,12,0,1,Mato Grosso do Sul,MS
2440,215,1061,3,5.99,17.97,Chuchu,4,Hortifruti,1,28,2,2,12,1,1,Mato Grosso do Sul,MS
2441,2699,1041,3,4.95,14.85,Molho de pimenta,3,Alimentação,1,23,3,2,12,0,0,Mato Grosso do Sul,MS
2442,2488,1007,4,1.25,5.0,Sabonete,1,Produtos de Limpeza,1,71,0,3,12,1,0,Mato Grosso do Sul,MS
2443,1417,1036,1,3.5,3.5,Farinha de milho,3,Alimentação,1,40,3,0,12,0,0,Mato Grosso do Sul,MS
2444,1223,1051,2,5.99,11.98,Leite condensado,3,Alimentação,0,30,1,3,12,0,0,Mato Grosso do Sul,MS
2445,2217,1051,3,5.99,17.97,Leite condensado,3,Alimentação,0,66,3,0,12,0,0,Mato Grosso do Sul,MS
2446,516,1005,4,2.5,10.0,Buchinha de pia,1,Produtos de Limpeza,0,23,3,3,12,0,1,Mato Grosso do Sul,MS
2447,2568,1005,3,2.5,7.5,Buchinha de pia,1,Produtos de Limpeza,0,18,0,3,12,1,1,Mato Grosso do Sul,MS
2448,2377,1015,3,12.0,36.0,Saco de lixo 30l,1,Produtos de Limpeza,1,64,1,1,12,1,1,Mato Grosso do Sul,MS
2449,1192,1032,3,9.99,29.97,Café,3,Alimentação,1,31,2,3,8,0,0,Espírito Santo,ES
2450,2571,1032,3,9.99,29.97,Café,3,Alimentação,0,42,1,3,8,1,1,Espírito Santo,ES
2451,2602,1021,3,3.99,11.97,Leite integral litro,2,Bebidas,1,73,3,3,8,1,1,Espírito Santo,ES
2452,750,1043,1,3.25,3.25,Milho verde,3,Alimentação,0,25,1,2,8,0,0,Espírito Santo,ES
2453,1670,1043,2,3.25,6.5,Milho verde,3,Alimentação,0,41,3,1,8,0,0,Espírito Santo,ES
2454,1883,1043,2,3.25,6.5,Milho verde,3,Alimentação,1,74,2,1,8,1,1,Espírito Santo,ES
2455,442,1052,2,5.89,11.78,Pão de forma,3,Alimentação,1,43,2,0,8,0,1,Espírito Santo,ES
2456,1306,1052,3,5.89,17.67,Pão de forma,3,Alimentação,1,75,3,3,8,0,0,Espírito Santo,ES
2457,223,1000,1,9.9,9.9,Sabão em pó,1,Produtos de Limpeza,1,60,3,3,8,0,1,Espírito Santo,ES
2458,779,1000,2,9.9,19.8,Sabão em pó,1,Produtos de Limpeza,1,51,1,2,8,1,1,Espírito Santo,ES
2459,1300,1000,2,9.9,19.8,Sabão em pó,1,Produtos de Limpeza,0,42,2,0,8,1,1,Espírito Santo,ES
2460,2336,1000,2,9.9,19.8,Sabão em pó,1,Produtos de Limpeza,1,24,0,2,8,0,1,Espírito Santo,ES
2461,18,1079,4,5.99,23.96,Margarina,5,Carnes e Frios,0,35,0,2,8,1,1,Espírito Santo,ES
2462,577,1079,3,5.99,17.97,Margarina,5,Carnes e Frios,1,54,3,1,8,0,0,Espírito Santo,ES
2463,1904,1079,4,5.99,23.96,Margarina,5,Carnes e Frios,1,26,2,2,8,0,1,Espírito Santo,ES
2464,962,1070,1,3.99,3.99,Jiló,4,Hortifruti,1,24,1,3,8,1,1,Espírito Santo,ES
2465,1182,1070,3,3.99,11.97,Jiló,4,Hortifruti,0,57,1,0,8,0,0,Espírito Santo,ES
2466,2405,1075,1,35.0,35.0,Queijo Minas,5,Carnes e Frios,0,63,0,0,8,0,0,Espírito Santo,ES
2467,1150,1060,4,3.5,14.0,Mandioca,4,Hortifruti,0,42,1,2,8,0,0,Espírito Santo,ES
2468,1567,1060,4,3.5,14.0,Mandioca,4,Hortifruti,0,45,1,1,8,0,1,Espírito Santo,ES
2469,2881,1060,3,3.5,10.5,Mandioca,4,Hortifruti,0,58,3,1,8,1,0,Espírito Santo,ES
2470,1759,1016,1,15.0,15.0,Saco de lixo 50l,1,Produtos de Limpeza,0,75,1,1,8,1,1,Espírito Santo,ES
2471,26,1048,4,8.99,35.96,Óleo de cozinha,3,Alimentação,0,29,3,1,8,1,0,Espírito Santo,ES
2472,1345,1048,3,8.99,26.97,Óleo de cozinha,3,Alimentação,1,32,1,3,8,1,0,Espírito Santo,ES
2473,1794,1048,2,8.99,17.98,Óleo de cozinha,3,Alimentação,1,19,0,1,8,0,1,Espírito Santo,ES
2474,1420,1010,2,11.0,22.0,Desinfetante,1,Produtos de Limpeza,1,28,3,3,8,1,0,Espírito Santo,ES
2475,2287,1010,3,11.0,33.0,Desinfetante,1,Produtos de Limpeza,0,34,3,1,8,1,1,Espírito Santo,ES
2476,410,1025,4,4.99,19.96,Macarrão,3,Alimentação,0,54,2,2,8,0,1,Espírito Santo,ES
2477,2090,1025,2,4.99,9.98,Macarrão,3,Alimentação,0,56,3,0,8,0,1,Espírito Santo,ES
2478,507,1065,3,5.99,17.97,Uva,4,Hortifruti,1,70,1,2,8,0,1,Espírito Santo,ES
2479,1538,1065,2,5.99,11.98,Uva,4,Hortifruti,0,62,0,0,8,1,1,Espírito Santo,ES
2480,1963,1065,4,5.99,23.96,Uva,4,Hortifruti,1,44,1,3,8,0,1,Espírito Santo,ES
2481,655,1012,2,7.95,15.9,Tira manchas,1,Produtos de Limpeza,0,31,1,1,8,0,0,Espírito Santo,ES
2482,117,1083,3,1.99,5.97,Frango,5,Carnes e Frios,1,23,0,3,8,1,1,Espírito Santo,ES
2483,764,1039,2,4.99,9.98,Atum,3,Alimentação,1,60,2,2,8,1,1,Espírito Santo,ES
2484,1683,1039,1,4.99,4.99,Atum,3,Alimentação,0,25,1,3,8,0,1,Espírito Santo,ES
2485,368,1038,1,4.0,4.0,Sardinha,3,Alimentação,0,24,0,3,8,0,0,Espírito Santo,ES
2486,1401,1038,1,4.0,4.0,Sardinha,3,Alimentação,1,34,3,3,8,0,0,Espírito Santo,ES
2487,1890,1038,4,4.0,16.0,Sardinha,3,Alimentação,0,38,2,1,8,1,0,Espírito Santo,ES
2488,2786,1038,2,4.0,8.0,Sardinha,3,Alimentação,0,32,2,0,8,0,0,Espírito Santo,ES
2489,645,1024,1,5.99,5.99,Feijão 2kg,3,Alimentação,1,71,3,3,8,1,1,Espírito Santo,ES
2490,1450,1024,2,5.99,11.98,Feijão 2kg,3,Alimentação,1,22,2,2,8,1,1,Espírito Santo,ES
2491,1745,1024,4,5.99,23.96,Feijão 2kg,3,Alimentação,1,33,2,1,8,1,0,Espírito Santo,ES
2492,2707,1024,3,5.99,17.97,Feijão 2kg,3,Alimentação,1,38,3,3,8,1,0,Espírito Santo,ES
2493,1744,1028,2,3.2,6.4,Sal,3,Alimentação,0,48,3,1,8,1,1,Espírito Santo,ES
2494,1225,1047,1,3.89,3.89,Milho de pipoca,3,Alimentação,0,38,3,2,8,1,0,Espírito Santo,ES
2495,1987,1047,2,3.89,7.78,Milho de pipoca,3,Alimentação,0,64,1,3,8,0,1,Espírito Santo,ES
2496,2823,1047,4,3.89,15.56,Milho de pipoca,3,Alimentação,1,69,0,3,8,1,1,Espírito Santo,ES
2497,722,1044,4,3.99,15.96,Seleta,3,Alimentação,1,20,0,3,8,1,0,Espírito Santo,ES
2498,1886,1044,3,3.99,11.97,Seleta,3,Alimentação,0,47,1,3,8,1,1,Espírito Santo,ES
2499,134,1037,3,3.45,10.35,Farinha de mandioca,3,Alimentação,0,39,1,0,8,0,1,Espírito Santo,ES
2500,1641,1037,4,3.45,13.8,Farinha de mandioca,3,Alimentação,0,30,0,0,8,0,0,Espírito Santo,ES
2501,1682,1037,1,3.45,3.45,Farinha de mandioca,3,Alimentação,0,61,0,0,8,1,0,Espírito Santo,ES
2502,2810,1037,2,3.45,6.9,Farinha de mandioca,3,Alimentação,1,25,2,1,8,0,1,Espírito Santo,ES
2503,1336,1009,3,12.5,37.5,Condicionador,1,Produtos de Limpeza,0,44,2,1,8,1,1,Espírito Santo,ES
2504,535,1022,4,4.3,17.2,Leite desnatado litro,2,Bebidas,0,24,0,1,8,0,1,Espírito Santo,ES
2505,1621,1082,1,29.99,29.99,Peixe,5,Carnes e Frios,0,46,3,3,8,0,1,Espírito Santo,ES
2506,229,1084,4,56.99,227.96,Carne vermelha,5,Carnes e Frios,0,30,3,0,8,0,1,Espírito Santo,ES
2507,1448,1084,3,56.99,170.97,Carne vermelha,5,Carnes e Frios,1,56,2,3,8,0,0,Espírito Santo,ES
2508,2950,1078,3,10.99,32.97,Manteiga,5,Carnes e Frios,1,70,1,2,8,0,1,Espírito Santo,ES
2509,2318,1054,1,1.5,1.5,Couve,4,Hortifruti,0,51,1,2,8,0,0,Espírito Santo,ES
